text_id	text	label	metadata__party	metadata__year	metadata__split
1725	DALITS, OBCs & ECONOMICALLY WEAKER SECTIONS OF SOCIETY : WE WILL ENSURE SOCIAL JUSTICE AND HARMONY	no pledge	BJP	2009	train
1230	This will serve as a bedrock for making forest conservation more durable and effective .	no pledge	INC	2014	train
3233	The National Agenda for Governance of the National Democratic Alliance constitutes the basis of our joint commitment for a stable Government to take India into the new millennium .	no pledge	BJP	1999	train
1878	Set up a separate class of courts for cases involving specified commercial laws such as the Contract Act, Negotiable Instruments Act, and other business laws .	pledge	BJP	2009	train
3267	We will focus on specific products in specific growth areas for exports and announce specific packages for horticulture and forticulture EoUs .	no pledge	BJP	1999	train
3485	KVIC will be transformed into a modern, research - based, technology - oriented, customer - focused organisation .	pledge	INC	1999	train
3469	A vision of an India at peace with itself, of an India driven by the spirit of tolerance, liberalism and mutual acceptance .	no pledge	INC	1999	train
3335	Reservation percentages, above 50%, as followed by certain states shall be sanctified through necessary legislative measures .	pledge	BJP	1999	train
2785	The NDA will work for speedy passage of this progressive legislation based on a consensus .	pledge	BJP	2004	train
4937	We will set up a Committee to draft new Service Rules for personnel of the CAPFs .	no pledge	INC	2019	train
1863	Flood control in Assam and river water management will receive special attention .	no pledge	BJP	2009	train
735	The NRIs, PIOs and professionals settled abroad are a vast reservoir to articulate the national interests and affairs globally .	no pledge	BJP	2014	train
5236	Congress promises to work tirelessly to assure food security to all .	no pledge	INC	2019	train
1246	Steps will be taken to encourage the corporate sector to invest in Research and Development .	no pledge	INC	2014	train
1412	The police are the first responders to any crisis situation .	no pledge	BJP	2009	train
5295	We will implement a solid waste management plan in every habitation, village, town and city employing modern technology and machinery .	no pledge	INC	2019	train
1768	There will be special emphasis on crafts and small - scale industries that have been traditional employers of minorities .	no pledge	BJP	2009	train
63	Create 'Regional Councils of States', with common problems and concerns, with a view to seeking solutions that are applicable across a group of states .	pledge	BJP	2014	train
4596	Congress ushered in the Green Revolution and the White Revolution that transformed lives in rural India .	no pledge	INC	2019	train
3876	Hence, a National Bank for Urban Development will be set up as an apex - level financing and refinancing body .	pledge	INC	1999	train
4444	Our government has already made it mandatory for any establishment with 50 or more employees to have the facility of a creche .	no pledge	BJP	2019	train
4839	We will undertake a comprehensive review of the governance structure of PSBs and implement changes to make the PSB an independent commercial banking organisation that is competitive, healthy, efficient and profitable .	no pledge	INC	2019	train
1501	Three factors have contributed to increasing food scarcity and the resultant sense of growing insecurity among the masses .	no pledge	BJP	2009	train
2342	An independent Food Regulatory Authority will be set up within six months .	pledge	BJP	2004	train
2843	It will be mandatory for authorities to clear or reject a proposal within 45 days .	pledge	BJP	2004	train
4486	We are committed to bring transgenders to the mainstream through adequate socio - economic and policy initiatives .	no pledge	BJP	2019	train
5136	We will also support the efforts of State Governments to teach the official language(s) of the State, as well as Hindi and English to children of that State .	no pledge	INC	2019	train
196	We will : undertake a comprehensive review of the legal system to simplify complex legislations - converge overlapping legislation, as well as remove contradictory and redundant laws .	no pledge	BJP	2014	train
4308	We will continue to focus on development of inland waterways for shipping inland cargo movement from road and rail to water transport .	no pledge	BJP	2019	train
4665	New projects will be implemented in accordance with the best international standards of design and quality .	no pledge	INC	2019	train
2577	EXIM Bank’s capital base will be strengthened to enable it to lend more to exporters .	pledge	BJP	2004	train
3468	A vision of an India rooted in her tradition but at the same time having the self - confidence and the strength to imbibe what the world has to offer .	no pledge	INC	1999	train
2178	Setting up of Gram Nyayalayas at the headquarters of the intermediate panchayats and mobile courts in the rural areas will bring to the aam admi speedy, affordable and substantial justice .	no pledge	INC	2009	train
4369	We will launch a Language Translation Mission that will enable ready translation of English text in Science & Technology and humanities in any of our languages .	pledge	BJP	2019	train
5307	It is the poor who suffer most on account of natural disasters and climate change .	no pledge	INC	2019	train
5131	The strength and vibrancy of a true democracy are often judged by the rights and protection accorded to its minorities .	no pledge	INC	2019	train
2585	For markets that mainly support agriculture and the rural economy, this will be considered priority sector lending .	pledge	BJP	2004	train
2416	The Technology Mission for Railway Safety will be made operational in 2004 .	no pledge	BJP	2004	train
2920	A time to rekindle the flame of all - inclusive, composite, pluralistic nationalism .	no pledge	INC	2004	train
3380	Unprecedented and unapologetic minorities' bashing was seen in Gujarat and Orissa .	no pledge	INC	1999	train
1171	The Programme will make every possible effort to change the road safety culture while establishing clear road safety norms .	no pledge	INC	2014	train
2522	Units in the mill sector will be enabled to become total textile solution providers .	no pledge	BJP	2004	train
3684	Laws against child labour will be strictly enforced and special educational facilities will be created in areas where child labour prevails .	no pledge	INC	1999	train
2078	The Indian National Congress has always stood for its democratic, autonomous and professional functioning and this will be ensured by enacting appropriate laws, including making a Constitutional provision .	pledge	INC	2009	train
4004	The Congress salutes the brave Jawans and soldiers who are risking their lives so that all of us can live in peace .	no pledge	INC	1999	train
617	We will focus on the following : ensuring food, agricultural, nutritional and environmental, wealth, health and energy security of the people on a sustainable basis, using science and technology .	no pledge	BJP	2014	train
1840	Its status is non - negotiable and, as successive elections have comprehensively demonstrated, the people of Jammu & Kashmir see themselves as part of the Indian national mainstream .	no pledge	BJP	2009	train
933	While consolidating on the announcements and progress made over the last year, we commit to implementing the following agenda within 100 days of forming the next government :	no pledge	INC	2014	train
299	We also believe that development has to be holistic, uniform and all pervasive .	no pledge	BJP	2014	train
3623	In the next two to three years, the Congress will make the NSAP fully funded .	pledge	INC	1999	train
615	Scientific education and technology needs to be encouraged, promoted, practiced and leveraged with renewed vision and vigour .	no pledge	BJP	2014	train
5300	Congress promises to provide clean cooking fuels at affordable prices to all the households of the country .	no pledge	INC	2019	train
2742	The growing de - emphasis of Bharatiya languages in school and college education will be checked .	no pledge	BJP	2004	train
5071	Adequate number of safe and hygienic public toilets for women will be provided in towns and cities .	no pledge	INC	2019	train
961	4 . Aadhar is a powerful tool for protecting the interests of migrant labour, as well as ensuring the smooth flow of remittances to their families .	no pledge	INC	2014	train
3703	The Congress will work closely with states to bring about fiscal reorientation .	no pledge	INC	1999	train
909	The nature and quality of growth is equally important to ensure that the gains of growth are equitably distributed .	no pledge	INC	2014	train
1517	There will be special emphasis on developing renewal energy sources, especially solar energy, wind energy and run - on - the - river technology, and bio - fuel .	no pledge	BJP	2009	train
2325	Commodity exchanges will be encouraged to reach futures trading services to all farmers through smaller contract sizes and by covering a wider range of crops .	no pledge	BJP	2004	train
2465	Every high school and every college in the country will be given access to a high - speed Internet connection with access to rich educational content in local languages .	pledge	BJP	2004	train
1206	Financial assistance for this will include money to not only construct a pucca house but also individual sanitary toilets and drinking water connections .	no pledge	INC	2014	train
2558	further improve the outcome and output of this spending to match global standards .	no pledge	BJP	2004	train
1858	Immediate steps will be taken to stem the tide of illegal immigration from Bangladesh to Assam and other North - Eastern States .	no pledge	BJP	2009	train
2481	Robust National Grid – 25,000 MW of power transfer capability by 2009 .	pledge	BJP	2004	train
2494	The process of disinvestment, which yielded good results this year, will be continued primarily to enhance and realize the hidden wealth in PSUs .	no pledge	BJP	2004	train
4436	Building on these positive measures we will continue to pursue the course of holistic development and increased participation of women in society and economy .	no pledge	BJP	2019	train
3653	A Central Madarsa Education Board will be established to promote modern and scientific education, along with the traditional curriculum in all madarsas .	pledge	INC	1999	train
2807	Greater support will be provided for the promotion of traditional Indian sports and rural transports .	no pledge	BJP	2004	train
501	A strong manufacturing sector will not only bridge the demand - supply gap leading to price stabilization, but also create millions of jobs and increase incomes for the working class .	no pledge	BJP	2014	train
3642	This will have a major impact both on the economic and social status of these communities .	no pledge	INC	1999	train
3773	It will actively support restructuring programmes being undertaken by various state governments .	no pledge	INC	1999	train
4955	Foreign tourist arrivals in India in 2018 is estimated at about 1 crore .	no pledge	INC	2019	train
3948	A multi - pronged crusade will be launched for eliminating the virus of corruption from public life and for breaking the nexus involving corrupt and crooked politicians, businessmen and criminals .	no pledge	INC	1999	train
2934	It is Congress leaders like Gandhiji, lndiraji and Rajivji who have sacrificed their lives in the service of the country .	no pledge	INC	2004	train
1587	Towards this end, it will not allow foreign investment in the retail sector .	pledge	BJP	2009	train
4530	6 Work towards completing all irrigation projects under the Pradhan Mantri Krishi Sinchayi Yojana .	no pledge	BJP	2019	train
3450	Today, our enemy is Iow investment, poor productivity and lagging physical and social infrastructure .	no pledge	INC	1999	train
3029	An annual growth rate of less than 4 - 4 . 5% in agriculture and 10% in industry is simply unacceptable .	pledge	INC	2004	train
546	We will : issue identity cards to the unorganized sector labourers, and arrangements will be made to provide them good quality health and education services .	pledge	BJP	2014	train
2263	Clear five - yearly milestones for economic growth and social development will be set for each State and district .	no pledge	BJP	2004	train
5330	We promise to repair the damage caused by a callous, divisive and deceitful BJP Government .	no pledge	INC	2019	train
5070	Sufficient night shelters will be built for migrant women workers .	no pledge	INC	2019	train
3083	The Congress will ensure that all institutions of higher learning in science, technology, social sciences and management will retain the sense of autonomy that they have enjoyed in previous Congress regimes .	no pledge	INC	2004	train
4789	Government has a role in an open and liberal market economy and it is worthwhile to state the Congress position on the role of government :	no pledge	INC	2019	train
3944	A new Administrative Reforms Commission will be established to prepare a detailed blueprint for a public administration system that can become a more effective instrument of change and transformation .	pledge	INC	1999	train
396	we will revisit the Apprenticeship Act to facilitate our youth to Earn while they Learn .	no pledge	BJP	2014	train
3555	Elections must be held regularly in accordance with the articles of association .	no pledge	INC	1999	train
1815	This will be coupled with a decentralised Public Distribution System that will mop up excess production of local food and distribute it among those households that are food deficit locally .	no pledge	BJP	2009	train
687	Address the increasing shortage of commissioned and non - commissioned staff in the defence forces on a priority basis, in a time bound manner .	no pledge	BJP	2014	train
324	Ensure maximum economic independence of the disabled by creating more income generation models for them .	no pledge	BJP	2014	train
3296	Schemes for providing income generating training to widows will be worked out in cooperation with the state governments .	pledge	BJP	1999	train
2620	A National Policy for promotion of the Informal Sector will be unveiled before the end of 2004 .	pledge	BJP	2004	train
453	We will : find out solutions, which are effective in the short run and lasting in the long run .	no pledge	BJP	2014	train
3627	A National Senior Citizens Fund will be set up to encourage catalyse and complement all private sector efforts for the betterment of life of senior citizens of the country .	pledge	INC	1999	train
4408	We will focus on teachers training and capacity building as a key factor in achieving these learning outcomes .	no pledge	BJP	2019	train
4046	India will continue its efforts to become a full member of APEC and other forums involving Asian countries .	no pledge	INC	1999	train
472	Put in place welfare measures for farmers above 60 years in age, small and marginal farmers and farm labours .	pledge	BJP	2014	train
2540	India’s IT industry would be fully supported to reach the goal of $50 billion exports by 2008 by consistently moving up the value chain .	pledge	BJP	2004	train
4460	We will implement the law in the same spirit while ensuring that SCs, STs and OBCs continue to have their fair representation .	no pledge	BJP	2019	train
564	National Highway construction projects will be expedited, especially Border and Coastal highways .	pledge	BJP	2014	train
4753	Congress will repose faith in the trading community and create a policy environment that will encourage domestic consumption .	no pledge	INC	2019	train
3329	We will provide legal protection to existing percentages of reservation in government employment and educational institutions at the Centre and State level .	pledge	BJP	1999	train
2509	Improvement in technology for production of special and high - value steels .	no pledge	BJP	2004	train
547	Also, their skills will be upgraded through appropriate training programs .	no pledge	BJP	2014	train
722	India was reckoned not only as Vishwaguru but also a vibrant trading society .	no pledge	BJP	2014	train
4848	Congress will also encourage State Governments to revive State Financial Corporations to provide long - term credit and risk capital to MSMEs .	no pledge	INC	2019	train
3897	An independent multi - disciplinary national disaster management agency armed with adequate powers and resources will be established .	pledge	INC	1999	train
780	We believe in a simple universal truth : equity and opportunity for all .	no pledge	INC	2014	train
2542	India’s opportunity in the Call Centre business and BPO enterprises will be fully harnessed .	no pledge	BJP	2004	train
5134	Congress promises to support the promotion of all the languages of our country including languages not included in the Eighth Schedule of the Constitution .	no pledge	INC	2019	train
1280	There has been significant investment in improving the infrastructure and the working conditions of judges .	no pledge	INC	2014	train
1147	6 . We will endeavour to create a stable and predictable business environment .	no pledge	INC	2014	train
1749	Review existing provisions of old age pension scheme and expand its application .	no pledge	BJP	2009	train
102	Seemandhra and Telangana : BJP is committed to do full justice to Seemandhra,	no pledge	BJP	2014	train
4099	This is key to a sustained increase in private sector investment .	no pledge	BJP	2019	train
3182	The report of that committee Is in the public domain and the Congress is on the path of its implementation .	no pledge	INC	2004	train
379	Universalization of secondary school education and skills development through functional school shall be seriously pursued with particular focus on rural, tribal and difficult areas .	no pledge	BJP	2014	train
489	We should no longer remain a market for the global industry .	no pledge	BJP	2014	train
980	7 . There has been a reduction of new HIV infections in the country by 57% .	no pledge	INC	2014	train
3786	A major programme of environmental management in the coal industry and for improving the quality of life in the coal mining areas will be implemented .	no pledge	INC	1999	train
4109	We will not allow these objectives to be held back by the politics of appeasement	no pledge	BJP	2019	train
71	The moribund forums like 'National Development Council' and 'Inter - State Council' will be revived and made into active bodies .	pledge	BJP	2014	train
2661	We believe that sustainable development is possible with the effective protection of all our environmental assets .	no pledge	BJP	2004	train
370	This requires a bold and visionary leadership to introduce appropriate policy and structural changes .	no pledge	BJP	2014	train
894	15 . The Indian National Congress believes modernisation of our defence forces is imperative .	no pledge	INC	2014	train
1641	Higher education prepares top - level manpower for every sector .	no pledge	BJP	2009	train
4996	Rules under the Whistle - Blowers Protection Act, 2014 will be made to operationalise the Act .	no pledge	INC	2019	train
612	India now needs policies and programs to reclaim its global leadership position in science and technology .	no pledge	BJP	2014	train
3349	We will, therefore, strive to develop national consensus on all major issues confronting the nation by involving the opposition parties and all section of society in dialogue .	no pledge	BJP	1999	train
4543	25 Ensure access to safe and potable drinking water for all households .	no pledge	BJP	2019	train
2123	It also pledges to connect every village to a broadband network within three years .	no pledge	INC	2009	train
3119	About 6 - 8% of our population comprising the most destitute and Infirm do not have access to the PDS even where the PDS works well .	pledge	INC	2004	train
1571	No genetically modified seed will be allowed for cultivation without full scientific data on long - term effects on soil, production and biological impact on consumers .	no pledge	BJP	2009	train
2815	The two - child norm will be made a qualification, on a prospective basis, for contesting any election .	pledge	BJP	2004	train
4202	Our economic policy has been guided by the principle of lowering the tax rate and improving compliance ; thereby broadening of the tax base .	no pledge	BJP	2019	train
3472	At the same time, mere increases in jobs, without corresponding augmentation in growth and productivity cannot be sustained economically .	no pledge	INC	1999	train
518	Value addition will be encouraged through avenues like - branding, packaging and technology .	no pledge	BJP	2014	train
4724	Congress will promote organic farming, encourage farmers to use mixed fertilizers and pesticides, support verification of organic products, and help them secure better prices for organic products .	no pledge	INC	2019	train
818	Today, minorities have 43,52,000 bank accounts in 121 districts of the country .	no pledge	INC	2014	train
1046	The Indian National Congress has been unequivocal in its emphasis and support for providing affordable and quality education .	no pledge	INC	2014	train
2168	India has an enormously rich biodiversity that is under threat on account of various reasons .	no pledge	INC	2009	train
2825	Reform of the criminal justice system to make dispensation of justice simpler, quicker, and more effective .	no pledge	BJP	2004	train
5248	Children are the most valuable human resource of a country .	no pledge	INC	2019	train
1266	This will promote competition and enhance efficiency in procurement processes .	no pledge	INC	2014	train
1371	The country needs a leader who can restore Government’s credibility and the people’s confidence in themselves .	no pledge	BJP	2009	train
1247	The vision is to transform governance and service delivery in areas such as health, education and agriculture, and unleash local innovation capacity .	no pledge	INC	2014	train
5289	Congress will join hands with State Governments to stop, fully and finally, the discharge of effluents into the rivers and to clean all the rivers of India .	pledge	INC	2019	train
2425	All non - core activities will be corporatized with their own effective board management .	no pledge	BJP	2004	train
877	8 . We will continue our focus on empowerment of women and fight for their security (suraksha), self - respect and dignity (samman), and equality (samanata) .	no pledge	INC	2014	train
1423	The BJP will send out a simple message, loud and clear, to terrorists and their sponsors : They will have to pay a heavy price for each innocent life lost .	no pledge	BJP	2009	train
5120	Regular export and import trade will also create huge economic opportunities, including more jobs, in the NES .	no pledge	INC	2019	train
2469	Cleaning up of rivers and traditional water bodies, with community participation, will be supported .	no pledge	BJP	2004	train
4223	Network Approach for Growth - We understand that clustering and network effects are important in order to build competitiveness in cutting edge industries .	no pledge	BJP	2019	train
3563	Non - governmental organisations and community organisations will be involved intimately .	no pledge	INC	1999	train
1323	7 . On Pakistan we will encourage the new government’s stated position to improve relations with India	no pledge	INC	2014	train
4187	As we approach the 150th birth anniversary of Mahatma Gandhi, Bharatiya Janata Party resolves to realize his vision of Gram Swaraj by ensuring that everyone has equitable access to resources .	no pledge	BJP	2019	train
4296	We will ensure conversion of all viable rail tracks to broad gauge by 2022 .	pledge	BJP	2019	train
382	The digital divide shall not be allowed to create further divisions in the learning situations of children .	no pledge	BJP	2014	train
1949	The Left Parties withdrew their support on the issue of the civilian nuclear agreement even though it had been negotiated and concluded on our own terms .	no pledge	INC	2009	train
3097	The Congress commits itself to amending the Constitution to establish a Commission for Minority Educational Institutions that will provide direct affiliation for minority professional institutions to central universities .	pledge	INC	2004	train
627	promotion of innovation by creating a comprehensive national system of innovation .	no pledge	BJP	2014	train
3860	The Disinvestment Commission will be given a wider and more purposive role in the disinvestment, divestment and restructuring process in the public sector .	no pledge	INC	1999	train
4795	The abolition of poverty remains the foremost goal of the Congress .	no pledge	INC	2019	train
1424	The authority of the state, which has been diminished by the Congress in pursuit of vote - bank politics, shall be restored .	no pledge	BJP	2009	train
1130	12 . The Indian National Congress, honouring the commitment made in the 2009 Manifesto, enacted the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013 .	no pledge	INC	2014	train
4023	Foreign policy must have strong domestic roots and must reflect domestic priorities and concerns .	no pledge	INC	1999	train
3326	We are committed to establishing a civilised, humane and just civil order ; that which does not discriminate on ground — of caste, religion, class, colour, race or sex .	no pledge	BJP	1999	train
1627	Effective steps shall be put in place to provide skills acquisition .	no pledge	BJP	2009	train
256	Electrification of tribal hamlets and provision of all - weather roads .	pledge	BJP	2014	train
3166	As always, the Congress will work for balanced regional development .	no pledge	INC	2004	train
2999	All that the BJP - led NDA government has done is turn the national highways already built by the Congress governments of the past, into express highways .	no pledge	INC	2004	train
5084	Hence, Congress promises to set up an Equal Opportunities Commission, which will recommend affirmative action strategies and policies to achieve equality—and equity—in education, employment and in economic opportunities .	pledge	INC	2019	train
5036	Specifically, Congress promises to decriminalise laws that are essentially laws directed against civil violations and can be subjected to civil penalties ;	no pledge	INC	2019	train
3571	The New Policy on Education devised by Shri Rajiv Gandhi will be implemented with renewed vigour .	no pledge	INC	1999	train
353	Expand and improve upon the network of women / working women hostels .	pledge	BJP	2014	train
5185	We will promote AYUSH, the Indian systems of medicine, in the provision of healthcare services and especially in preventive healthcare .	no pledge	INC	2019	train
2822	The number of courts and the number of judges will be doubled in five years for quicker judicial process .	pledge	BJP	2004	train
4488	Since inception, the philosophy of the BJP is anchored in the civilisational ethos of India .	no pledge	BJP	2019	train
1555	Practical, pragmatic measures will be adopted to deal with emerging urban problems like vehicular traffic overload .	no pledge	BJP	2009	train
101	All steps will be taken to provide good governance, better infrastructure, educational opportunities, healthcare and more job opportunities, leading to a better quality of life in the valley .	no pledge	BJP	2014	train
4854	Development of scientific temper and inculcating a spirit of inquiry are critical for India’s progress .	no pledge	INC	2019	train
1827	Adopt a mission - mode approach to clean all rivers .	no pledge	BJP	2009	train
1867	Tourism and traditional skills - based industries will be given a big boost .	no pledge	BJP	2009	train
1884	Appoint a Judicial Procedural Reforms Committee which will suggest, in six months, how to halve the time taken to conduct every trial, civil or criminal .	pledge	BJP	2009	train
1399	Vote - bank politics has not only changed the demography of vast stretches of eastern and North - East India but also eroded the authority of the state .	no pledge	BJP	2009	train
1801	Towards this end, the BJP will address three priority issues :	no pledge	BJP	2009	train
2681	Training in skills will begin in secondary schools . When a student matriculates, she/he will have acquired some job - oriented skills .	pledge	BJP	2004	train
2515	to sustain and further increase the domestic market for handloom products .	pledge	BJP	2004	train
4929	Thousands of jawans have sacrificed their lives in the discharge of their duties .	no pledge	INC	2019	train
3826	Our target should be to reach at least 8 - 10 billion dollars of foreign direct investment inflows early in the next decade .	pledge	INC	1999	train
3148	Social housing schemes will be launched to meet the needs of the urban poor and to deal with the proliferation of slums .	pledge	INC	2004	train
2838	Responsibility and accountability will be fixed for fulfillment of goals and targets .	no pledge	BJP	2004	train
2663	States where depletion has reached critical levels will receive greater attention .	no pledge	BJP	2004	train
2497	We shall facilitate the creation of world - class Indian multinationals .	no pledge	BJP	2004	train
636	We have to nurture the environment, institutions, people, resources and amenities .	no pledge	BJP	2014	train
4747	Congress promises to extend full support to the private sector and to revive the animal spirits of our entrepreneurs .	no pledge	INC	2019	train
4723	We will launch a national project to double the value of production in 5 years in dairying and poultry .	pledge	INC	2019	train
345	Program for women healthcare in a mission mode, especially focusing on domains of Nutrition and Pregnancy - with emphasis on rural, SCs, STs and OBCs .	pledge	BJP	2014	train
3981	The Congress is fully and firmly committed to public interest litigation .	no pledge	INC	1999	train
2567	Big changes have come about in the global trade environment in the past decade or so .	no pledge	BJP	2004	train
1	At the same time, corruption, scams and crime against women have reached to unacceptable levels .	no pledge	BJP	2014	train
3334	We are committed to extending the SC/ST reservations for another 10 years .	pledge	BJP	1999	train
4577	The 2019 general elections will be held during Mahatma Gandhi’s 150th birth anniversary year .	no pledge	INC	2019	train
535	Remove ambiguity in rules to make way for prompt decisions without any scope for discretion .	no pledge	BJP	2014	train
2048	Every district headquarters hospital will be upgraded to provide quality health facilities to all .	no pledge	INC	2009	train
3408	The Congress has always been sensitive to their growing aspirations for voice, for full representation in the institutions of governance, for social acceptance and the direct exercise of political power .	no pledge	INC	1999	train
282	More than one - third of our population is already living in our cities and towns .	no pledge	BJP	2014	train
2855	On the issue of Article 356 of the Constitution, we remain committed to the consensus reached at the Inter - State Council meeting in Srinagar in 2003 .	no pledge	BJP	2004	train
1083	A nation - wide assessment of the prevalence of this problem will be undertaken .	no pledge	INC	2014	train
3491	Tourism is yet another major employment generator, apart from being a low - cost way of earning foreign exchange .	pledge	INC	1999	train
2739	The focus on Indian culture, heritage, and ethical values in syllabi will be strengthened .	no pledge	BJP	2004	train
1940	Instinctively, the Indian National Congress unites, while the BJP divides .	no pledge	INC	2009	train
5242	No one shall be excluded because of non - linking of Aadhaar .	pledge	INC	2019	train
1457	The BJP would like to see Nepal emerge as a stable, prosperous country, and will strive to strengthen age - old fraternal ties .	no pledge	BJP	2009	train
1744	The BJP is committed to the welfare of senior citizens . A separate department will be created in the Social Welfare Ministry to deal with senior citizens’ issues .	pledge	BJP	2009	train
4502	Eliminating the geographical boundaries, the portal will provide real - time experience of Indian cultural heritage, accessible from any corner of the globe .	no pledge	BJP	2019	train
93	This will include clear policy directions and effective control at the ground level .	no pledge	BJP	2014	train
3941	Special sub - regional development boards will be constituted in states where there are striking economic disparities .	no pledge	INC	1999	train
658	The resources are neither meant for them nor for their masters .	no pledge	BJP	2014	train
3539	The Congress will spearhead a massive programme of organising the rural poor for participation in poverty alleviation and rural development programmes .	pledge	INC	1999	train
3768	Public investment in infrastructure must expand but this expansion must be accompanied by structural, organisational and pricing reforms .	no pledge	INC	1999	train
1941	There is also the so - called Third Front, a grouping of opportunistic parties .	no pledge	INC	2009	train
2748	For this, an action plan will be prepared to elevate at least 25 Indian universities and 100 colleges to international standards in every respect .	no pledge	BJP	2004	train
505	This sector must grow fast to ensure employment and asset creation .	no pledge	BJP	2014	train
3998	Because of the lethargic and careless approach, many gallant young men became martyrs trying to recover our own territory in and around Kargil .	no pledge	INC	1999	train
333	Sports have a direct relation to fitness, good health and productivity .	no pledge	BJP	2014	train
5045	Funds will be allocated at the time of elections to recognised political parties in accordance with criteria laid down by law .	pledge	INC	2019	train
5161	We will establish a National Centre of Research and Excellence for Special Education to ensure that quality education is imparted to children with special needs and children with disabilities .	pledge	INC	2019	train
3864	Consideration will be given to enshrining this role in the Constitution itself so that the decisions of these bodies become binding on both the Centre and the states .	no pledge	INC	1999	train
3899	A High - Power Commission will be immediately set up to examine and suggest solutions to the multidimensional problems and challenges faced by the seven North - Eastern States .	pledge	INC	1999	train
2982	It is they who want us to be prisoners of a distorted past, invented and misinterpreted by them to stoke envy and jealousy and hatred between communities .	no pledge	INC	2004	train
1004	14 . The Indian National Congress is deeply committed to developing a National Action Plan for the Development of Scheduled Castes, Scheduled Tribes and Other Backward Classes .	pledge	INC	2014	train
4641	We will reward exportoriented industries through tax rebates and incentives .	no pledge	INC	2019	train
5245	There will be a social audit of the scheme at the block and district levels and the outcomes, in terms of nutrition levels of the children, will be measured and monitored .	pledge	INC	2019	train
1146	We will also announce a Jobs Agenda, with a focus on attracting new investments for job creation, within 100 days of government formation .	no pledge	INC	2014	train
4177	Digitization of Land Records - On the lines of Aadhaar project, we will complete digitization of land records on a mission mode .	pledge	BJP	2019	train
913	And it is not just the acceleration of growth that gives the Indian National Congress satisfaction .	no pledge	INC	2014	train
2912	We are proud to have raised the bar of performance higher, and are keenly aware that the Indian voter now expects more .	no pledge	BJP	2004	train
2571	An SEZ Promotion Council, with wide industry participation, will be created in the Ministry of Commerce as an apex body .	pledge	BJP	2004	train
3002	The scams wiped out the hard - earned savings of crores of middle class families, senior citizens, pensioners and widows .	no pledge	INC	2004	train
1845	The long - pending problems and demands of refugees from Pakistan - occupied Kashmir will be addressed .	no pledge	BJP	2009	train
2289	All programs, currently under different ministries, will be brought under a single agency .	pledge	BJP	2004	train
671	This calls for a review and overhauling of the current system .	no pledge	BJP	2014	train
3395	And that end is a stable, harmonious and prosperous nation based on economic justice faster growth, more extensive human development and more enduring social harmony .	no pledge	INC	1999	train
2872	There has been a significant reduction of communal and caste violence in the past five years .	pledge	BJP	2004	train
4514	We are committed to seeking permanent membership of the United Nation Security Council so that the body reflects the contemporary geopolitical realities of the world .	pledge	BJP	2019	train
1132	13 . The Indian National Congress has more than doubled the Minimum Support Prices (MSP) for farmers for wheat and paddy from 2004 - 05 to 2013 - 14 .	no pledge	INC	2014	train
997	3 . The Indian National Congress will ensure the passage of the Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2013 .	no pledge	INC	2014	train
3232	Under Shri Vajpayee’s leadership the National Democratic Alliance seeks a firm and resounding mandate to complete the unfinished agenda .	no pledge	BJP	1999	train
1380	We will lay emphasis on empowerment through excellence by providing quality education .	no pledge	BJP	2009	train
4048	It will play whatever role it is called upon to play in placing this process on a more solid footing .	no pledge	INC	1999	train
4464	We are committed to bringing down the percentage of families living below the poverty line to a single digit in the next five years .	no pledge	BJP	2019	train
2418	Speed of goods trains on important lines will be increased to over 100 kmph .	pledge	BJP	2004	train
3733	Complementarity between large, medium and small industry will be fostered through forward - looking and pragmatic investment and technology policies .	no pledge	INC	1999	train
2238	The NDA Government is now resolving the problems left in these regions as legacies of long Congress misrule .	no pledge	BJP	2004	train
5013	Congress will work with State Governments to ensure that a share of GST revenue is allocated to Panchayats and Municipalities .	pledge	INC	2019	train
4062	The manifesto is an opportunity for a political party to present its agenda for the future embodying the loftiest hopes and noblest aspirations of the people .	no pledge	INC	1999	train
4581	It is a model that has stripped the average Indian of dignity, voice and trust .	no pledge	INC	2019	train
3566	We will strive to attain this target by the end of the Ninth Five - Year Plan .	pledge	INC	1999	train
1442	It will further strengthen relations with Arab countries and pursue enhanced cooperation with Israel – the two are not inter - linked and both are beneficial for India .	no pledge	BJP	2009	train
4706	Congress promises to waive the outstanding farm loans in other States as well .	pledge	INC	2019	train
3916	At the same time, the economic development of J&K will be speeded up and given full support .	no pledge	INC	1999	train
4871	National security is not enhanced by chest - thumping or exaggerated claims .	no pledge	INC	2019	train
5282	We will constitute, by law, an independent, empowered and transparent Environment Protection Authority (EPA) to establish, monitor and enforce environmental standards and regulations .	pledge	INC	2019	train
4700	The Street Vendors (Protection of Livelihood and Regulation of Street Vending) Act, 2014 will be implemented in letter and spirit .	no pledge	INC	2019	train
283	Moreover, our cities should no longer remain a reflection of poverty and bottlenecks .	no pledge	BJP	2014	train
740	Ganga : River Ganga is a symbol of faith in India, and has a special place in the Indian psyche .	no pledge	BJP	2014	train
5305	We will reduce tariffs and lift trade barriers for clean technology and provide incentives for the adoption of such technologies .	pledge	INC	2019	train
